ID;Fichier;Lignes;Niveau;Constat;Preuve;Action_proposee;Priorite
CODE-366;outils/_orient3d.js;5;BAS;three est cherché dans un dossier _3dtest inexistant au lieu du résolveur three() du socle, et OUT n'est jamais créé par mkdir.;extrait verifie ligne 5 : const T=__dirname+'/_3dtest/node_modules/three', M=MODELES, OUT=__dirname+'/orie;Utiliser three() du socle et travail('orient') qui crée le dossier.;P2
CODE-367;outils/_tools_poster.js;3;BAS;Même ReferenceError vérifié , de plus OUT pointe vers __dirname+'/objs', dossier absent et non versionné.;extrait verifie ligne 3 : const {chromium}=playwright(),;Importer playwright du socle et écrire dans travail('objs').;P1
CODE-368;outils/collage-pack.js;7;BAS;Même ReferenceError vérifié , l'outil de collage des posters de packs est donc inexécutable en l'état.;extrait verifie ligne 7 : const {chromium}=playwright(),;Ajouter playwright à la déstructuration de _socle.cjs.;P1
CODE-369;outils/collage-pack2.js;6;BAS;Même ReferenceError vérifié , le fichier duplique par ailleurs trim(), load() et le serveur statique de collage-pack.js.;extrait verifie ligne 6 : const {chromium}=playwright(),;Importer playwright et factoriser le socle de collage commun aux trois fichiers.;P1
CODE-370;outils/collage-duo-nocase.js;6;BAS;Même ReferenceError vérifié , troisième copie du même serveur statique et de la même fonction trim().;extrait verifie ligne 6 : const {chromium}=playwright(),;Importer playwright et extraire un module de collage partagé.;P1
CODE-371;outils/build-batpack.mjs;5;BAS;outils/io.mjs n'existe pas dans le dépôt : l'import échoue en ERR_MODULE_NOT_FOUND avant la première ligne utile.;extrait verifie ligne 5 : import { makeIO } from './io.mjs',;Versionner io.mjs ou construire le NodeIO sur place comme le fait gltf/pack-merge.mjs.;P1
CODE-372;outils/build-batpack.mjs;17;BAS;worldAABB a un corps vide et aabbOf ligne 41 retourne null : les deux gardes de clairance annoncées en commentaire ne calculent rien.;extrait verifie ligne 17 : function worldAABB(doc, wrapName){;Supprimer ces deux coquilles ou implémenter le contrôle de chevauchement promis.;P2
CODE-373;outils/build-square.mjs;2;BAS;logo-datauri.txt et competitors.json (ligne 3) sont absents du dépôt : l'outil plante à l'ouverture du premier fichier.;extrait verifie ligne 2 : const LOGO = readFileSync(new URL('./logo-datauri.txt', import.meta.url),'utf8');Versionner les deux entrées ou passer leurs chemins en arguments avec un message d'erreur explicite.;P1
CODE-374;outils/build-square.mjs;6;BAS;Trois références sont sélectionnées en dur sans garde : si l'une manque, find rend undefined et le map ligne 11 lève un TypeError.;extrait verifie ligne 6 : rows.find(r=>r.root==='DCG200'), // -577€;Filtrer les résultats non trouvés et refuser de produire la carte avec un motif écrit.;P2
CODE-375;outils/_socle.cjs;15;BON;Le socle des outils calcule la racine et fournit un résolveur explicite pour playwright et three, avec message d'installation.;extrait verifie ligne 15 : var RACINE = path.join(__dirname, '..'),;Rien à changer , c'est son adoption par les six outils cassés qui manque.;P3
CODE-376;outils/gltf/bake-rot.mjs;7;MOYEN;Aucune validation des trois arguments ni du quaternion : un appel sans argument lève sur split de undefined, sans message d'usage.;extrait verifie ligne 7 : const q = quatS.split(',').map(Number),;Vérifier la présence des trois arguments et que q contient quatre nombres finis avant de lire le GLB.;P2
CODE-377;outils/gltf/optimize-dcb118.mjs;20;MOYEN;Outil à usage unique avec deux fichiers gravés dans le code, alors que le pipeline dedup/weld/simplify/draco est générique.;extrait verifie ligne 20 : for (const f of ['dcb118-2bat-pack.glb','dcb118-3bat-pack.glb']) {;Prendre les fichiers en arguments pour rendre l'outil réutilisable.;P3
CODE-378;outils/gltf/pack-build.mjs;27;BON;Le builder refuse d'écrire quand deux emprises se chevauchent et sort en code 2 avec la liste des conflits.;extrait verifie ligne 27 : if(_a.length>=5){ [toolFile,toolMaxS,toolRotDegS,toolRotXDegS,outPath]=_a, };Rien à changer.;P3
CODE-379;outils/gltf/pack-build2.mjs;20;MOYEN;Neuf arguments positionnels sans validation ni message d'usage , une inversion silencieuse produit un pack faux plutôt qu'une erreur.;extrait verifie ligne 20 : const [t1F,t1M,t1Ry,t1Rx, t2F,t2M,t2Ry,t2Rx, outPath]=process.argv.slice(2),;Valider le nombre d'arguments et afficher l'usage documenté en tête de fichier.;P2
CODE-380;outils/gltf/pack-build2-nc.mjs;2;MOYEN;Variante « sans coffret » de pack-build2.mjs : imports, io, garde anti-chevauchement et pipeline de transformation sont dupliqués.;extrait verifie ligne 2 : const { RACINE, MODELES, POSTERS, travail } = createRequire(import.meta.url)('..;Fusionner en un builder unique avec une option --sans-coffret.;P2
CODE-381;outils/gltf/pack-merge.mjs;25;MOYEN;Un import ESM est placé au milieu du fichier après du code exécutable , il fonctionne par hoisting mais trompe la lecture.;extrait verifie ligne 25 : import { Document } from '@gltf-transform/core',;Remonter l'import avec les autres en tête de fichier.;P3
CODE-382;outils/gltf/pack-merge.mjs;18;MOYEN;La composition du pack de référence est figée dans le code sans argument ni sortie paramétrable : outil non réutilisable.;extrait verifie ligne 18 : ['dcf887n.glb', 180, 0, 'tool'],;Prendre la liste des composants et le chemin de sortie en arguments.;P2
CODE-383;outils/corriger-fiches.mjs;86;BON;Chaque refus est nommé avec son motif, le mode essai est disponible et l'outil ne touche jamais une fiche hors marque déclarée.;extrait verifie ligne 86 : refus.push([de, 'renommer', 'le SKU ' + vers + ' est DÉJÀ pris — renommer fabriq;Rien à changer.;P3
CODE-384;outils/purge-css.mjs;133;BON;L'outil refuse d'écrire si la liste des déclarations CSS change, et rattache chaque commentaire retiré à son sélecteur plutôt qu'à un numéro de ligne.;extrait verifie ligne 133 : if (!identiques) {;Rien à changer.;P3
CODE-385;outils/purge-commentaires.mjs;231;BON;Deux preuves indépendantes (code nu à l'octet près, flux de jetons) conditionnent l'écriture, avec reparse indépendant du résultat.;extrait verifie ligne 231 : if (sha(nuAvant) !== sha(nuApres)) {;Rien à changer.;P3
CODE-386;outils/code-mort.mjs;152;BON;L'outil écarte les classes et identifiants construits par concaténation et lit tous les fichiers servis, corrigeant deux faux positifs documentés.;extrait verifie ligne 152 : l('⛔ Cet outil ne supprime rien. Chaque candidat se vérifie AVANT retrait :'),;Rien à changer.;P3
CODE-387;outils/sabotage.mjs;127;BON;Un sabotage non appliqué ou une commande non lancée sortent en code 2, et la restauration est vérifiée par empreinte dans un finally.;extrait verifie ligne 127 : if (sha(sabote) === empreinteOrigine) {;Rien à changer.;P3
CODE-388;outils/icone-revolut.mjs;122;BON;Le format est constaté par les octets magiques et l'alpha mesuré pixel par pixel , l'outil s'arrête plutôt que de détourer au jugé.;extrait verifie ligne 122 : if (!h.alphaPossible) {;Rien à changer.;P3
CODE-389;outils/importer-catalogue.mjs;43;BON;Aucun prix n'est saisi à la main : tout passe par le calculateur du projet, et les poids supposés sont tracés par poidsSuppose.;extrait verifie ligne 43 : const modele = require(join(RACINE, 'api/_lib/pricing-model.js')),;Rien à changer.;P3
CODE-390;outils/importer-dossiers.mjs;50;BON;Le texte de l'user est repris tel quel, les images ambiguës font refuser le dossier, et l'essai est le mode par défaut.;extrait verifie ligne 50 : import { RACINE } from '../tests/_socle.mjs',;Rien à changer.;P3
CODE-391;outils/decrire-fiches.mjs;47;MOYEN;Cet outil de la famille catalogue importe le socle des TESTS depuis outils/, alors que outils/_socle.cjs existe pour cela.;extrait verifie ligne 47 : import { RACINE } from '../tests/_socle.mjs',;Uniformiser : soit exposer RACINE depuis outils/_socle.cjs, soit documenter la dépendance croisée en tête de fichier.;P3
CODE-392;outils/poser-visuel.mjs;32;BON;Import nommé depuis le CJS vérifié fonctionnel, et le catalogue est relu après écriture pour prouver que le JSON reste valide.;extrait verifie ligne 32 : import { RACINE, playwright, optionsNavigateur } from './_socle.cjs',;Rien à changer.;P3
CODE-393;outils/vue.mjs;51;BON;Le faux compte est servi en interceptant firebase-init.js, sans ajouter la moindre béquille dans app.js ou index.html.;extrait verifie ligne 51 : import { playwright, RACINE } from '../tests/_socle.mjs',;Rien à changer.;P3
CODE-394;tests/README.md;1;BON;Fichier non-code (documentation) : énonce les règles du dossier, dont l'interdiction des identifiants réels, respectée par _fauxcompte.cjs.;extrait verifie ligne 1 : # `tests/` — les harnais de vérification, VERSIONNÉS;Ajouter la règle « prérequis absent = code 2 », aujourd'hui appliquée de façon inégale.;P3
CODE-395;tests/.gitignore;1;BON;Fichier non-code (configuration git) : exclut node_modules/ et _sortie/, cohérent avec la règle des 725 Mo du README.;extrait verifie ligne 1 : node_modules/;Rien à changer.;P3
CODE-396;outils/README.md;1;MOYEN;Fichier non-code (documentation) : il affirme que ces outils sauvent des jours de travail, alors que six d'entre eux ne démarrent pas (playwright non importé).;extrait verifie ligne 1 : # `outils/` — les outils réutilisables, VERSIONNÉS;Mettre à jour après correction, ou signaler l'état non exécutable des outils concernés.;P2
CODE-397;outils/.gitignore;1;BON;Fichier non-code (configuration git) : exclut node_modules/ et _travail/, conformément à la règle des 110 Mo du README.;extrait verifie ligne 1 : node_modules/;Rien à changer.;P3
CODE-398;outils/gltf/.gitignore;1;BON;Fichier non-code (configuration git) : empêche gltf-transform et meshoptimizer d'entrer dans git.;extrait verifie ligne 1 : node_modules/;Rien à changer.;P3
CODE-399;p8-client.png + p8-livreur.png (racine du depot);-;MOYEN;Deux captures d ecran (218 722 et 300 370 octets) trainent a la racine du DEPOT, hors pirates-tools/ : non servies, mais la regle du projet veut les captures dans tests/_sortie/ non versionne;ls -la mesure 08/08 : 218722 et 300370 octets;Les supprimer du depot (git rm), elles se regenerent;P3
